clean_description,genre_list
deskbound cia analyst volunteers go undercover infiltrate world deadly arms dealer prevent diabolical global disaster,"['Action', 'Comedy', 'Crime']"
becomes quadriplegic paragliding accident aristocrat hires young man projects caregiver,"['Biography', 'Comedy', 'Drama']"
anne crossroads life long married successful driven inattentive movie producer unexpectedly finds taking car trip cannes paris see full summary »,"['Comedy', 'Drama', 'Romance']"
three teenagers live isolated without leaving house overprotective parents say leave dogtooth falls,"['Drama', 'Thriller']"
group nwa emerges mean streets compton los angeles california mids revolutionizes hip hop culture music tales life hood,"['Biography', 'Drama', 'History']"
new york put siege oscorp spiderman save city swore protect well loved ones,"['Action', 'Adventure', 'Sci-Fi']"
paranormal investigators ed lorraine warren work help family terrorized dark presence farmhouse,"['Horror', 'Mystery', 'Thriller']"
three buddies wake bachelor party las vegas memory previous night bachelor missing make way around city order find friend wedding,['Comedy']
fleet ships forced battle armada unknown origins order discover thwart destructive goals,"['Action', 'Adventure', 'Sci-Fi']"
substance designed help brain repair gives rise superintelligent chimp leads ape uprising,"['Action', 'Drama', 'Sci-Fi']"
rebecca must unlock terror behind little brothers experiences tested sanity bringing face face entity attached mother,['Horror']
norman oppenheimer small time operator befriends young politician low point life three years later politician becomes influential world leader normans life dramatically changes better worse,"['Drama', 'Thriller']"
illustrated upon progress latest broadway play former popular actors struggle cope current life wasted actor shown,"['Comedy', 'Drama', 'Romance']"
committed dancer wins lead role production tchaikovskys swan lake find struggling maintain sanity,"['Drama', 'Thriller']"
lives four black students ivy league college,"['Comedy', 'Drama']"
selfdiagnosed nymphomaniac recounts erotic experiences man saved beating,['Drama']
facing shredder joined forces mad scientist baxter stockman henchmen bebop rocksteady take world turtles must confront even greater nemesis notorious krang,"['Action', 'Adventure', 'Comedy']"
devoted father helps two stranded young women knock door kind gesture turns dangerous seduction deadly game cat mouse,"['Drama', 'Horror', 'Thriller']"
right wedding uptight guy tricked driving grandfather lecherous former army lieutenantcolonel florida spring break,['Comedy']
exploration actions individual lives impact one another past present future one soul shaped killer hero act kindness ripples across centuries inspire revolution,"['Drama', 'Sci-Fi']"
look wolverines early life particular time government squad team x impact later years,"['Action', 'Adventure', 'Sci-Fi']"
four friends way coachella stop los angeles tour truecrime occult sites encounter mysterious young runaway puts terrifying path ultimate horror,['Horror']
bonds loyalty tested past comes back haunt whilst mi comes attack must track destroy threat matter personal cost,"['Action', 'Adventure', 'Thriller']"
reluctant hobbit bilbo baggins sets lonely mountain spirited group dwarves reclaim mountain home gold within dragon smaug,"['Adventure', 'Fantasy']"
pair underachieving cops sent back local high school blend bring synthetic drug ring,"['Action', 'Comedy', 'Crime']"
boy growing dublin escapes strained family life starting band impress mysterious girl likes,"['Comedy', 'Drama', 'Music']"
orphan girl dreams becoming ballerina flees rural brittany paris passes someone else accedes position pupil grand opera house,"['Animation', 'Adventure', 'Comedy']"
veteran assigned extract earths remaining resources begins question knows mission,"['Action', 'Adventure', 'Mystery']"
making way high school twice big changes store officers schmidt jenko go deep undercover local college,"['Action', 'Comedy', 'Crime']"
late searly san francisco cartoonist becomes amateur detective obsessed tracking zodiac killer unidentified individual terrorizes northern california killing spree,"['Crime', 'Drama', 'History']"
group college baseball players navigate way freedoms responsibilities unsupervised adulthood,['Comedy']
tony starks world torn apart formidable terrorist called mandarin starts odyssey rebuilding retribution,"['Action', 'Adventure', 'Sci-Fi']"
fbi agent interpol detective track team illusionists pull bank heists performances reward audiences money,"['Crime', 'Mystery', 'Thriller']"
detective sherlock holmes stalwart partner watson engage battle wits brawn nemesis whose plot threat england,"['Action', 'Adventure', 'Crime']"
two separate sets voluptuous women stalked different times scarred stuntman uses death proof cars execute murderous plans,['Thriller']
fictitious love story loosely inspired lives danish artists lili elbe gerda wegener lili gerdas marriage work evolve navigate lilis groundbreaking journey transgender pioneer,"['Biography', 'Drama', 'Romance']"
endured legendary twelve labors hercules greek demigod life swordforhire tested king thrace daughter seek aid defeating tyrannical warlord,"['Action', 'Adventure']"
young girl institutionalized abusive stepfather retreating alternative reality coping strategy envisioning plan help escape,"['Action', 'Fantasy']"
suburban couple becomes embroiled international espionage plot discover seemingly perfect new neighbors government spies,"['Action', 'Comedy']"
young woman discovers destiny heiress intergalactic nobility must fight protect inhabitants earth ancient destructive industry,"['Action', 'Adventure', 'Sci-Fi']"
guard armored car company southern us organizes one biggest bank heists american history based october loomis fargo robbery,"['Action', 'Comedy', 'Crime']"
iris young wife businessman disappears paris maybe mechanic many debts involved strange affair really complicated job police,['Thriller']
zombie virus breaks south korea passengers struggle survive train seoul busan,"['Action', 'Drama', 'Horror']"
beca freshman barden university cajoled joining bellas schools allgirls singing group injecting much needed energy repertoire bellas take male rivals campus competition,"['Comedy', 'Music', 'Romance']"
new nextdoor neighbors turn sorority even debaucherous fraternity previously living mac kelly team former enemy teddy bring girls,['Comedy']
german soldier tries determine dutch resistance planted spy infiltrate home kaiser wilhelm holland onset world war ii falls young jewish dutch woman investigation,['Drama']
clark kent one last extinguished race disguised unremarkable human forced reveal identity earth invaded army survivors threaten bring planet brink destruction,"['Action', 'Adventure', 'Fantasy']"
travis gabby first meet neighbors small coastal town wind relationship tested lifes defining events,"['Drama', 'Romance']"
manny diego sid join buck fend meteor strike would destroy world,"['Animation', 'Adventure', 'Comedy']"
smart sensible new graduate lands job assistant miranda priestly demanding editorinchief high fashion magazine,"['Comedy', 'Drama']"
us customs official uncovers money laundering scheme involving colombian drug lord pablo escobar,"['Biography', 'Crime', 'Drama']"
story family religion hatred oil madness focusing turnofthecentury prospector early days business,"['Drama', 'History']"
man believes put mysterious past behind dedicated beginning new quiet life meets young girl control ultraviolent russian gangsters cant stand idly help,"['Action', 'Crime', 'Thriller']"
marcus luttrell team set mission capture kill notorious taliban leader ahmad shah late june marcus team left fight lives one valiant efforts modern warfare,"['Action', 'Biography', 'Drama']"
five friends go break remote cabin get bargained discovering truth behind cabin woods,['Horror']
playboy bunny shelley kicked playboy mansion finds job house mother sorority full socially awkward girls,"['Comedy', 'Romance']"
average joe meets perfect woman lack confidence influence friends family begin pick away relationship,"['Comedy', 'Romance']"
drugfueled los angeles private investigator larry doc sportello investigates disappearance former girlfriend,"['Comedy', 'Crime', 'Drama']"
alice returns whimsical world wonderland travels back time help mad hatter,"['Adventure', 'Family', 'Fantasy']"
small town loner rebellious punk rocker unexpectedly fall love forced run soon discover violence follows everywhere,"['Crime', 'Drama', 'Thriller']"
teenager becomes major competitor world drift racing moving father tokyo avoid jail sentence america,"['Action', 'Crime', 'Thriller']"
group young adults navigate love relationships new york city,"['Comedy', 'Romance']"
story michael oher homeless traumatized boy became american football player first round nfl draft pick help caring woman family,"['Biography', 'Drama', 'Sport']"
adèles life changed meets emma young woman blue hair allow discover desire assert woman adult front others adèle grows seeks loses ultimately finds love loss,"['Drama', 'Romance']"
single mother plagued violent death husband battles sons fear monster lurking house soon discovers sinister presence around,"['Drama', 'Horror']"
bilbo company forced engage war array combatants keep lonely mountain falling hands rising darkness,"['Adventure', 'Fantasy']"
warning lord voldemorts return scoffed harry dumbledore targeted wizard authorities authoritarian bureaucrat slowly seizes power hogwarts,"['Adventure', 'Family', 'Fantasy']"
set future failed climatechange experiment kills life planet except lucky boarded snowpiercer train travels around globe class system emerges,"['Action', 'Drama', 'Sci-Fi']"
four waves increasingly deadly alien attacks left earth decimated cassie run desperately trying save younger brother,"['Action', 'Adventure', 'Sci-Fi']"
home new eden destroyed revitalized brotherhood new vamp leader martin finds alone badlands america distant memory mentor legendary vampire hunter mister guide,"['Action', 'Horror']"
two siblings become increasingly frightened grandparents disturbing behavior visiting vacation,"['Comedy', 'Horror', 'Thriller']"
dominic toretto crew street racers plan massive heist buy freedom sights powerful brazilian drug lord dangerous federal agent,"['Action', 'Crime', 'Thriller']"
tyler gage receives opportunity lifetime vandalizing performing arts school gaining chance earn scholarship dance coming dancer nora,"['Crime', 'Drama', 'Music']"
relationship two friends deepens impromptu road trip,['Drama']
london realestate scam puts millions pounds grabs attracting citys scrappiest tough guys established underworld types looking get rich quick citys seasoned criminals vie cash unexpected player druggedout rock n roller presumed dead much alive multimilliondollar prize fall see full summary »,"['Action', 'Crime', 'Thriller']"
future people stop aging engineered live one year means buy way situation shot immortal youth salas finds accused murder run hostage connection becomes important part way system,"['Action', 'Sci-Fi', 'Thriller']"
harvard student mark zuckerberg creates social networking site would become known facebook later sued two brothers claimed stole idea cofounder later squeezed business,"['Biography', 'Drama']"
last witch hunter stands humanity combined forces horrifying witches history,"['Action', 'Adventure', 'Fantasy']"
told igors perspective see troubled young assistants dark origins redemptive friendship young medical student viktor von frankenstein become eyewitnesses emergence frankenstein became man legend know today,"['Drama', 'Horror', 'Sci-Fi']"
based international best selling book true feel good story james bowen busker recovering drug addict life transformed met stray ginger cat,"['Biography', 'Comedy', 'Drama']"
punk rock band forced fight survival witnessing murder neonazi skinhead bar,"['Crime', 'Horror', 'Thriller']"
furloughed convict american chinese partners hunt highlevel cybercrime network chicago los angeles hong kong jakarta,"['Crime', 'Drama', 'Mystery']"
storks moved delivering babies packages order baby appears best delivery stork must scramble fix error delivering baby,"['Animation', 'Adventure', 'Comedy']"
navy seal sniper chris kyles pinpoint accuracy saves countless lives battlefield turns legend back home wife kids four tours duty however chris finds war cant leave behind,"['Action', 'Biography', 'Drama']"
dallas electrician hustler ron woodroof works around system help aids patients get medication need diagnosed disease,"['Biography', 'Drama']"
war continues rage americas president struggles continuing carnage battlefield fights many inside cabinet decision emancipate slaves,"['Biography', 'Drama', 'History']"
merciless rivalry formula one rivals james hunt niki lauda,"['Action', 'Biography', 'Drama']"
young couple adopt orphaned child whose dreams nightmares manifest physically sleeps,"['Drama', 'Fantasy', 'Horror']"
stint mental institution former teacher pat solitano moves back parents tries reconcile exwife things get challenging pat meets tiffany mysterious girl problems,"['Comedy', 'Drama', 'Romance']"
young talented lonely longdistance runner twists ankle prepares olympic trials must something shes never done take day,"['Drama', 'Sport']"
two teenage cancer patients begin lifeaffirming journey visit reclusive author amsterdam,"['Drama', 'Romance']"
bad blind date man woman find stuck together resort families attraction grows respective kids benefit burgeoning relationship,"['Comedy', 'Romance']"
brian oconner back working fbi los angeles teams dominic toretto bring heroin importer infiltrating operation,"['Action', 'Crime', 'Thriller']"
mob wants get rid someone target sent past hired gun awaits someone like joe one day learns mob wants close loop sending back joes future self assassination,"['Action', 'Crime', 'Drama']"
tour white house young daughter capitol policeman springs action save child protect president heavily armed group paramilitary invaders,"['Action', 'Drama', 'Thriller']"
adventures orphaned boy named pete best friend elliot happens dragon,"['Adventure', 'Family', 'Fantasy']"
strange black entity another world bonds peter parker causes inner turmoil contends new villains temptations revenge,"['Action', 'Adventure']"
hotheaded young dartagnan along three former legendary luck musketeers must unite defeat beautiful double agent villainous employer seizing french throne engulfing europe war,"['Action', 'Adventure', 'Romance']"
countryside town bordering magical land young man makes promise beloved hell retrieve fallen star venturing magical realm,"['Adventure', 'Family', 'Fantasy']"
con man irving rosenfeld along seductive partner sydney prosser forced work wild fbi agent richie dimaso pushes world jersey powerbrokers mafia,"['Crime', 'Drama']"
newly possessed high school cheerleader turns succubus specializes killing male classmates best friend put end horror,"['Comedy', 'Horror']"
trip paris fiancées family nostalgic screenwriter finds mysteriously going back everyday midnight,"['Comedy', 'Fantasy', 'Romance']"
set th century rural england young bride sold marriage middleaged man discovers unstoppable desire within enters affair work estate,['Drama']
joy story title character rose become founder matriarch powerful family business dynasty,['Drama']
glamorous woman returns small town rural australia sewing machine haute couture style transforms women exacts sweet revenge wrong,"['Comedy', 'Drama']"
bronx native moves hollywood falls love young woman seeing married man,"['Comedy', 'Drama', 'Romance']"
beatrice prior must confront inner demons continue fight powerful alliance threatens tear society apart help others side,"['Adventure', 'Sci-Fi', 'Thriller']"
mother malkin queen evil witches escapes pit imprisoned professional monster hunter spook decades ago kills apprentice recruits young tom seventh son seventh son help,"['Action', 'Adventure', 'Fantasy']"
samuel parties hard marseille area france awoken one morning woman carrying baby claims drives leaving wailing infant gives chase see full summary »,"['Comedy', 'Drama']"
look relationship famous physicist stephen hawking wife,"['Biography', 'Drama', 'Romance']"
attending party james francos house seth rogen jay baruchel many celebrities faced biblical apocalypse,"['Comedy', 'Fantasy']"
age tim discovers travel time change happens happened life decision make world better place getting girlfriend turns easy might think,"['Comedy', 'Drama', 'Fantasy']"
two aimless middleaged losers still living home forced become roommates parents marry,['Comedy']
loving father finds clown suit sons birthday party realize suit,"['Horror', 'Thriller']"
crew enterprise find unstoppable force terror within organization captain kirk leads manhunt warzone world capture oneman weapon mass destruction,"['Action', 'Adventure', 'Sci-Fi']"
shy student trying reach family ohio guntoting tough guy trying find last twinkie pair sisters trying get amusement park join forces travel across zombiefilled america,"['Adventure', 'Comedy', 'Horror']"
hollywood fixer works keep studios stars line,"['Comedy', 'Mystery']"
mumbai teen reflects upbringing slums accused cheating indian version wants millionaire,['Drama']
birth renesmee cullens gather vampire clans order protect child false allegation puts family front volturi,"['Adventure', 'Drama', 'Fantasy']"
teenage boy escapes unrest iran face hostility america due hostage crisis determined fit joins schools floundering wrestling team,"['Drama', 'Sport']"
peter parker bitten genetically altered spider gains newfound spiderlike powers ventures solve mystery parents mysterious death,"['Action', 'Adventure']"
judah benhur prince falsely accused treason adopted brother officer roman army returns homeland years sea seek revenge finds redemption,"['Action', 'Adventure', 'Drama']"
young street magician jacob latimore left care little sister parents passing turns illegal activities keep roof heads gets see full summary »,"['Action', 'Drama', 'Sci-Fi']"
thomas deposited community boys memory erased soon learning theyre trapped maze require join forces fellow runners shot escape,"['Action', 'Mystery', 'Sci-Fi']"
lastditch effort stop diabolical plot dead cia operatives memories secrets skills implanted deathrow inmate hopes complete operatives mission,"['Action', 'Crime', 'Drama']"
frustrated office worker learns son professional assassin shares fathers superhuman killing abilities,"['Action', 'Crime', 'Fantasy']"
story florence foster jenkins new york heiress dreamed becoming opera singer despite terrible singing voice,"['Biography', 'Comedy', 'Drama']"
american backpacker gets involved ring drug smugglers driver though winds run employers across cologne highspeed autobahn,"['Action', 'Crime', 'Thriller']"
true story whitey bulger brother state senator infamous violent criminal history south boston became fbi informant take mafia family invading turf,"['Biography', 'Crime', 'Drama']"
former world heavyweight champion rocky balboa serves trainer mentor adonis johnson son late friend former rival apollo creed,"['Drama', 'Sport']"
hopeless man stranded deserted island befriends dead body together go surreal journey get home,"['Adventure', 'Comedy', 'Drama']"
barney augments team new blood personal battle take conrad stonebanks expendables cofounder notorious arms trader hell bent wiping barney every single one associates,"['Action', 'Adventure', 'Thriller']"
documentary team films lives group vampires months vampires share house wellington new zealand turns vampires domestic problems,"['Comedy', 'Fantasy', 'Horror']"
boxer billy hope turns trainer tick wills help get life back track losing wife tragic accident daughter child protection services,"['Drama', 'Sport']"
deaf writer retreated woods live solitary life must fight life silence masked killer appears window,"['Horror', 'Thriller']"
cold war american lawyer recruited defend arrested soviet spy court help cia facilitate exchange spy soviet captured american u spy plane pilot francis gary powers,"['Drama', 'History', 'Thriller']"
ordinary lego construction worker thought prophesied special recruited join quest stop evil tyrant gluing lego universe eternal stasis,"['Animation', 'Action', 'Adventure']"
story new zealands robert rob edwin hall may together scott fischer teamed joint expedition ascend mount everest,"['Action', 'Adventure', 'Drama']"
aliens misinterpret video feeds classic arcade games declaration war attack earth form video games,"['Action', 'Comedy', 'Family']"
th century england robin band marauders confront corruption local village lead uprising crown forever alter balance world power,"['Action', 'Adventure', 'Drama']"
wolverine summoned japan old acquaintance embroiled conflict forces confront demons,"['Action', 'Adventure', 'Sci-Fi']"
transported barsoom civil war vet discovers barren planet seemingly inhabited foot tall barbarians finding prisoner creatures escapes encounter woola princess desperate need savior,"['Action', 'Adventure', 'Sci-Fi']"
la drug kingpins kitten unexpectedly enters life two cousins go gangs hitmen drug dealers claim order get back,"['Action', 'Comedy']"
sniper mercenary assassination team kills minister mines congo terriers successful kill shot forces hiding returning congo years later becomes target hit squad,"['Action', 'Crime', 'Drama']"
steve jobs takes us behind scenes digital revolution paint portrait man epicenter story unfolds backstage three iconic product launches ending unveiling imac,"['Biography', 'Drama']"
scottish islanders try plunder cases whisky stranded ship,"['Comedy', 'Romance']"
moving family back hometown friends kids lenny finds old bullies new bullies schizo bus drivers drunk cops skis costumed party crashers sometimes crazy follows,['Comedy']
young woman born turn th century rendered ageless accident many solitary years meets man complicates eternal life settled,"['Drama', 'Fantasy', 'Romance']"
bruce banner scientist run us government must find cure monster emerges whenever loses temper,"['Action', 'Adventure', 'Sci-Fi']"
comedy centered around four couples settle tropicalisland resort vacation one couples work marriage others fail realize participation resorts therapy sessions optional,['Comedy']
group eccentric aliens confer human power absolutely anything experiment,"['Comedy', 'Sci-Fi']"
male stripper teaches younger performer party pick women make easy money,"['Comedy', 'Drama']"
minions stuart kevin bob recruited scarlet overkill supervillain alongside inventor husband herb hatches plot take world,"['Animation', 'Action', 'Adventure']"
paul jennifer hemdale moved dream house happy marriage put test slowly discover secret behind black room see full summary »,['Horror']
young man sentenced seven years prison robbing post office ends spending three decades solitary confinement time personality supplanted alterego charles bronson,"['Action', 'Biography', 'Crime']"
criminal mastermind uses trio orphan girls pawns grand scheme finds love profoundly changing better,"['Animation', 'Adventure', 'Comedy']"
pair former high school sweethearts reunite many years return visit small hometown,"['Drama', 'Romance']"
attending dinner party former home man thinks exwife new husband sinister intentions guests,"['Drama', 'Mystery', 'Thriller']"
chronicle decadelong hunt alqaeda terrorist leader osama bin laden september attacks death hands navy seals team may,"['Drama', 'History', 'Thriller']"
magically longhaired rapunzel spent entire life tower runaway thief stumbled upon discover world first time really,"['Animation', 'Adventure', 'Comedy']"
war panem escalates destruction districts katniss everdeen reluctant leader rebellion must bring together army president snow holds dear hangs balance,"['Action', 'Adventure', 'Sci-Fi']"
rusty griswold takes family road trip walley world order spice things wife reconnect sons,"['Adventure', 'Comedy']"
retired cia agent travels across europe relies old skills save estranged daughter kidnapped trip paris,"['Action', 'Thriller']"
humiliating command performance kennedy center barden bellas enter international competition american group ever order regain status right perform,"['Comedy', 'Music']"
look relationship mike sulley days monsters university werent necessarily best friends,"['Animation', 'Adventure', 'Comedy']"
successful businesswoman gets caught game cat mouse tracks unknown man raped,"['Crime', 'Drama', 'Thriller']"
arthur bishop thought put murderous past behind formidable foe kidnaps love life forced travel globe complete three impossible assassinations best make look like accidents,"['Action', 'Adventure', 'Crime']"
podcaster wallace bryton goes missing backwoods manitoba interviewing mysterious seafarer named howard howe best friend teddy girlfriend allison team excop look,"['Comedy', 'Drama', 'Horror']"
headhunter whose life revolves around closing deals survivalofthefittest boiler room battles top rival control job placement company dream owning company clashing needs family,['Drama']
fledgling writer briony tallis thirteenyearold irrevocably changes course several lives accuses older sisters lover crime commit,"['Drama', 'Mystery', 'Romance']"
harry races time evil destroy horcruxes uncovers existence three powerful objects wizarding world deathly hallows,"['Adventure', 'Family', 'Fantasy']"
mans carefully cultivated private life disrupted sister arrives indefinite stay,['Drama']
sixteenyearold girl raised father perfect assassin dispatched mission across europe tracked ruthless intelligence agent operatives,"['Action', 'Drama', 'Thriller']"
teenager turns babysitting service callgirl service married guys fooling around one customers,['Drama']
five sisters th century england must cope pressures marry protecting growing population zombies,"['Action', 'Horror', 'Romance']"
greek general themistokles leads charge invading persian forces led mortalturnedgod xerxes artemisia vengeful commander persian navy,"['Action', 'Drama', 'Fantasy']"
london prime ministers funeral mike banning discovers plot assassinate attending world leaders,"['Action', 'Crime', 'Drama']"
tells story benjamin button man starts aging backwards bizarre consequences,"['Drama', 'Fantasy', 'Romance']"
sin citys hardboiled citizens cross paths reviled inhabitants,"['Action', 'Crime', 'Thriller']"
jason bourne dodges ruthless cia official agents new assassination program searching origins life trained killer,"['Action', 'Mystery', 'Thriller']"
aging porn star agrees participate art film order make clean break business discover drafted making pedophilia necrophilia themed snuff film,"['Horror', 'Mystery', 'Thriller']"
former police sergeant barnes becomes head security senator charlie roan presidential candidate targeted death purge night due vow eliminate purge,"['Action', 'Horror', 'Sci-Fi']"
two friends searching long lost companion revisit college days recall memories friend inspired think differently even rest world called idiots,"['Comedy', 'Drama']"
derek hansel lured modeling rome find target sinister conspiracy,['Comedy']
former united nations employee gerry lane traverses world race time stop zombie pandemic toppling armies governments threatening destroy humanity,"['Action', 'Adventure', 'Horror']"
imf shut implicated bombing kremlin causing ethan hunt new team go rogue clear organizations name,"['Action', 'Adventure', 'Thriller']"
cerebral revenge film two adopted siblings fall love hatch plan kill abusive father,"['Action', 'Crime', 'Drama']"
corrupt junkie cop bipolar disorder attempts manipulate way promotion order win back wife daughter also fighting borderlinefueled inner demons,"['Comedy', 'Crime', 'Drama']"
lives young couple intertwine much older man reflects back past love,"['Drama', 'Romance']"
story tourist family thailand caught destruction chaotic aftermath indian ocean tsunami,"['Drama', 'Thriller']"
following kickass heroics citizens inspired become masked crusaders red mist leads group evil supervillains kill kickass destroy everything stands,"['Action', 'Comedy', 'Crime']"
successful singersongwriter hatches plan help friends struggling comedy career broken love life hiring opening act solo tour,['Comedy']
frustrated circus magician kansas transported magical land called oz fulfill prophecy become king release land wicked witches using great fake powers,"['Adventure', 'Family', 'Fantasy']"
irish immigrant lands brooklyn quickly falls romance local past catches however must choose two countries lives exist within,"['Drama', 'Romance']"
adventurous girl finds another world strangely idealized version frustrating home sinister secrets,"['Animation', 'Family', 'Fantasy']"
relationship contemporary married couple charting evolution span years crosscutting time periods,"['Drama', 'Romance']"
thinning takes place postapocalyptic future population control dictated highschool aptitude test two students logan paul peyton list discover test see full summary »,['Thriller']
woman rose goes search adopted daughter within confines strange desolate town called silent hill,"['Adventure', 'Horror', 'Mystery']"
violent futuristic city police authority act judge jury executioner cop teams trainee take gang deals realityaltering drug slomo,"['Action', 'Sci-Fi']"
national manhunt ordered rebellious kid foster uncle go missing wild new zealand bush,"['Adventure', 'Comedy', 'Drama']"
special bond develops plussized inflatable robot baymax prodigy hiro hamada team group friends form band hightech heroes,"['Animation', 'Action', 'Adventure']"
shy girl outcasted peers sheltered religious mother unleashes telekinetic terror small town pushed far senior prom,"['Drama', 'Horror']"
world aware identity iron man tony stark must contend declining health vengeful mad man ties fathers legacy,"['Action', 'Adventure', 'Sci-Fi']"
successful investment banker struggles losing wife tragic car crash help customer service rep young son starts rebuild beginning demolition life knew,"['Comedy', 'Drama']"
pair crew members aboard spaceship wake knowledge mission identities,"['Action', 'Horror', 'Mystery']"
disgraced secret service agent former presidential guard mike banning finds trapped inside white house wake terrorist attack using inside knowledge banning works national security rescue president kidnappers,"['Action', 'Thriller']"
aliens guardians hiding earth intergalactic bounty hunters killed numerical order number four next list story,"['Action', 'Adventure', 'Sci-Fi']"
teacher lives lonely life struggling sons custody life slowly gets better finds love receives good news son new luck brutally shattered innocent little lie,['Drama']
pushy boss forces young assistant marry order keep visa status us avoid deportation canada,"['Comedy', 'Drama', 'Romance']"
millionaire james king jailed fraud bound san quentin turns darnell lewis prep go behind bars,"['Comedy', 'Crime']"
weekend trip hawaii plastic surgeon convinces loyal assistant pose soontobedivorced wife order cover careless lie told muchyounger girlfriend,"['Comedy', 'Romance']"
young couple living connecticut suburb mids struggle come terms personal problems trying raise two children,"['Drama', 'Romance']"
plans next job longtime thief tries balance feelings bank manager connected one earlier heists well fbi agent looking bring crew,"['Crime', 'Drama', 'Thriller']"
american nanny shocked new english familys boy actually lifesized doll violates list strict rules disturbing events make believe doll really alive,"['Horror', 'Mystery', 'Thriller']"
acclaimed writer historian deborah e lipstadt must battle historical truth prove holocaust actually occurred david irving renowned denier sues libel,"['Biography', 'Drama']"
final assignment top temporal agent must pursue one criminal eluded throughout time chase turns unique surprising mindbending exploration love fate identity time travel taboos,"['Drama', 'Mystery', 'Sci-Fi']"
teenager teams daughter young adult horror author r l stine writers imaginary demons set free town madison delaware,"['Adventure', 'Comedy', 'Family']"
sherlock holmes sidekick dr watson join forces outwit bring fiercest adversary professor moriarty,"['Action', 'Adventure', 'Crime']"
cia agent goes run defector accuses russian spy,"['Action', 'Crime', 'Mystery']"
man seeks exact lookalike spotting movie,"['Mystery', 'Thriller']"
extraterrestrial race forced live slumlike conditions earth suddenly finds kindred spirit government agent exposed biotechnology,"['Action', 'Sci-Fi', 'Thriller']"
two mismatched new york city detectives seize opportunity step like citys top cops idolize things dont quite go planned,"['Action', 'Comedy', 'Crime']"
america detective works bring drug empire frank lucas heroin kingpin manhattan smuggling drug country far east,"['Biography', 'Crime', 'Drama']"
retelling frances iconic illfated queen marie antoinette betrothal marriage louis xvi reign queen end reign queen ultimately fall versailles,"['Biography', 'Drama', 'History']"
frustrated writer struggles keep family alive series global catastrophes threatens annihilate mankind,"['Action', 'Adventure', 'Sci-Fi']"
harry potter begins sixth year hogwarts discovers old book marked property halfblood prince begins learn lord voldemorts dark past,"['Adventure', 'Family', 'Fantasy']"
acting cover hollywood producer scouting location science fiction film cia agent launches dangerous operation rescue six americans tehran us hostage crisis iran,"['Biography', 'Drama', 'History']"
story eddie edwards notoriously tenacious british underdog ski jumper charmed world winter olympics,"['Biography', 'Comedy', 'Drama']"
east berlin agent secret police conducting surveillance writer lover finds becoming increasingly absorbed lives,"['Drama', 'Thriller']"
psychological thriller man bumps old crush subsequently becomes obsessed leading hold captive underneath animal shelter works see full summary »,"['Horror', 'Thriller']"
young woman attempts deal death boyfriend continuously confronted mentally unstable mother,['Drama']
macbeth thane glamis receives prophecy trio witches one day become king scotland consumed ambition spurred action wife macbeth murders king takes throne,"['Drama', 'War']"
devastated peter takes hawaiian vacation order deal recent breakup tv star girlfriend sarah little know sarahs traveling resort ex shes bringing along new boyfriend,"['Comedy', 'Drama', 'Romance']"
seemingly perfect community without war pain suffering differences choice young boy chosen learn elderly man true pain pleasure real world,"['Drama', 'Romance', 'Sci-Fi']"
gang criminals corrupt cops plan murder police officer order pull biggest heist yet across town,"['Action', 'Crime', 'Drama']"
seven longtime friends get together dinner decide share content every text message email phone call receive many secrets start unveil equilibrium trembles,"['Comedy', 'Drama']"
find birds angry island populated happy flightless birds visited mysterious green piggies three unlikely outcasts red chuck bomb figure pigs,"['Animation', 'Action', 'Adventure']"
pair young lovers flee new england town causes local search party fan find,"['Adventure', 'Comedy', 'Drama']"
pleasantly plump teenager tracy turnblad teaches baltimore thing two integration landing spot local tv dance show,"['Comedy', 'Drama', 'Family']"
young woman mysterious past lands southport north carolina bond widower forces confront dark secret haunts,"['Drama', 'Romance', 'Thriller']"
midst veteran con man nickys latest scheme woman past accomplished femme fatale shows throws plans loop,"['Comedy', 'Crime', 'Drama']"
rat cook makes unusual alliance young kitchen worker famous restaurant,"['Animation', 'Comedy', 'Family']"
martin normal teenage boy country collapsed empty pit economic political disaster vampire epidemic swept across left nations abandoned see full summary »,"['Drama', 'Horror', 'Sci-Fi']"
postapocalyptic tale lone man fights way across america order protect sacred book holds secrets saving humankind,"['Action', 'Adventure', 'Drama']"
group friends venture deep streets new york rescue mission rampaging monster attack,"['Action', 'Horror', 'Sci-Fi']"
young fbi agent infiltrates extraordinary team extreme sports athletes suspects masterminding string unprecedented sophisticated corporate heists,"['Action', 'Crime', 'Sport']"
mysterious young woman seduces lonely men evening hours scotland however events lead begin process selfdiscovery,"['Drama', 'Horror', 'Sci-Fi']"
years plague kills humanity transforms rest monsters sole survivor new york city struggles valiantly find cure,"['Drama', 'Horror', 'Sci-Fi']"
agent j travels time mibs early days stop alien assassinating friend agent k changing history,"['Action', 'Adventure', 'Comedy']"
summer group friends witness train crash investigate subsequent unexplained events small town,"['Mystery', 'Sci-Fi', 'Thriller']"
frustrated man decides take justice hands plea bargain sets one familys killers free targets killer also district attorney others involved deal,"['Crime', 'Drama', 'Thriller']"
seventyeight year old carl fredricksen travels paradise falls home equipped balloons inadvertently taking young stowaway,"['Animation', 'Adventure', 'Comedy']"
